interaction_id,investor_id,agent_id,date,outcome,objections_raised,duration_sec,sentiment
int_910a3427,inv_07768670,agt_103,2025-10-15,Follow-Up,"[""Need to ask family"", ""Send details on WhatsApp""]",516,Confused
int_d01b530b,inv_8bfbf206,agt_102,2025-10-15,Follow-Up,"[""Competitor has zero commission"", ""Past returns negative"", ""Send details on WhatsApp""]",523,Confused
int_2dfa237f,inv_e5f9b46e,agt_110,2025-10-15,Converted,"[""Initial hesitation resolved""]",759,Trusting
int_58636d70,inv_59a6de1d,agt_117,2025-10-15,Follow-Up,"[""Income is irregular"", ""Send details on WhatsApp""]",512,Curious
int_778ba9f1,inv_2e266d2c,agt_115,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",40,Frustrated
int_856fabfe,inv_8b25832f,agt_104,2025-10-15,Rejected,"[""Need to ask family""]",103,Firm
int_49e0cc77,inv_c3762d57,agt_107,2025-10-15,Rejected,"[""Market is high""]",217,Annoyed
int_225ed568,inv_52e69db0,agt_100,2025-10-15,Converted,"[""Competitor has zero commission""]",711,Enthusiastic
int_849e3900,inv_989fe2d4,agt_110,2025-10-15,Rejected,"[""Competitor has zero commission""]",180,Annoyed
int_cb5c479b,inv_86fe7858,agt_118,2025-10-15,Follow-Up,"[""Competitor has zero commission"", ""Send details on WhatsApp""]",467,Curious
int_92001b93,inv_a71ca2b4,agt_111,2025-10-15,Follow-Up,"[""EMI pressure"", ""Past returns negative"", ""Send details on WhatsApp""]",517,Busy
int_77cbdf9d,inv_d44191d3,agt_111,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",23,Frustrated
int_91fe3458,inv_aba4f8f7,agt_115,2025-10-15,Converted,"[""Market is high""]",773,Relieved
int_50f5167b,inv_3154e8ea,agt_118,2025-10-15,Follow-Up,"[""Market is high"", ""Send details on WhatsApp""]",457,Busy
int_90ff7463,inv_4a92001c,agt_102,2025-10-15,Rejected,"[""Competitor has zero commission""]",177,Skeptical
int_7ef013d1,inv_e255c286,agt_104,2025-10-15,Rejected,"[""Need to ask family""]",154,Firm
int_fcf16893,inv_8e54a770,agt_111,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",46,Frustrated
int_aec3c63f,inv_19965ae5,agt_118,2025-10-15,Rejected,"[""Market is high"", ""Past returns negative""]",165,Skeptical
int_1f33c836,inv_4eaa44a4,agt_100,2025-10-15,Follow-Up,"[""Need to ask family"", ""Send details on WhatsApp""]",256,Curious
int_b59cd8fc,inv_20f1a1bd,agt_119,2025-10-15,Converted,"[""Need to ask family"", ""Past returns negative""]",888,Enthusiastic
int_3a767286,inv_82bf25e6,agt_114,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",44,Frustrated
int_542dc715,inv_59d8ea25,agt_115,2025-10-15,Follow-Up,"[""Need to ask family"", ""Send details on WhatsApp""]",401,Confused
int_c2724eef,inv_843dc0d9,agt_106,2025-10-15,Rejected,"[""EMI pressure""]",216,Annoyed
int_c7f155d6,inv_f215aef3,agt_105,2025-10-15,Rejected,"[""Need to ask family""]",86,Annoyed
int_31144f10,inv_3721833f,agt_100,2025-10-15,Converted,"[""Initial hesitation resolved""]",1036,Enthusiastic
int_f8533344,inv_74a04a5b,agt_108,2025-10-15,Converted,"[""Competitor has zero commission""]",952,Enthusiastic
int_d55b7501,inv_72044db6,agt_118,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",33,Frustrated
int_556ceaaf,inv_6bc52596,agt_112,2025-10-15,Follow-Up,"[""Income is irregular"", ""Send details on WhatsApp""]",291,Curious
int_e01bcb39,inv_dd982460,agt_117,2025-10-15,Rejected,"[""Competitor has zero commission"", ""Past returns negative""]",212,Annoyed
int_fa2ae098,inv_8e5a51b3,agt_108,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",33,Frustrated
int_dddef125,inv_5d4bafca,agt_112,2025-10-15,Rejected,"[""EMI pressure"", ""Past returns negative""]",143,Annoyed
int_3958be42,inv_c16b6e5b,agt_104,2025-10-15,Follow-Up,"[""Too risky for my age"", ""Send details on WhatsApp""]",331,Curious
int_967fd03a,inv_2298ca47,agt_101,2025-10-15,Follow-Up,"[""Market is high"", ""Past returns negative"", ""Send details on WhatsApp""]",484,Confused
int_1fc80431,inv_4fe58066,agt_103,2025-10-15,Converted,"[""Initial hesitation resolved""]",486,Trusting
int_aa775614,inv_5fbe5e1a,agt_109,2025-10-15,Rejected,"[""Need to ask family""]",158,Skeptical
int_407b9181,inv_100d55b2,agt_104,2025-10-15,Converted,"[""Need to ask family"", ""Past returns negative""]",740,Enthusiastic
int_1016d85b,inv_834a3551,agt_115,2025-10-15,Follow-Up,"[""Income is irregular"", ""Send details on WhatsApp""]",342,Curious
int_dce0d300,inv_f02c1b63,agt_104,2025-10-15,Rejected,"[""Pocket money issue""]",193,Skeptical
int_877d9b7f,inv_67ef119a,agt_113,2025-10-15,Rejected,"[""Need to ask family""]",123,Skeptical
int_5a4b1645,inv_17524613,agt_109,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",34,Frustrated
int_35384480,inv_418ded10,agt_107,2025-10-15,Follow-Up,"[""Too risky for my age"", ""Send details on WhatsApp""]",339,Busy
int_e640c227,inv_a812af5e,agt_114,2025-10-15,Rejected,"[""Market is high"", ""Past returns negative""]",121,Annoyed
int_9670de2b,inv_87e4e2ae,agt_109,2025-10-15,Follow-Up,"[""Competitor has zero commission"", ""Send details on WhatsApp""]",508,Curious
int_e8c8ab1f,inv_cb2b8a96,agt_103,2025-10-15,Follow-Up,"[""Market is high"", ""Send details on WhatsApp""]",393,Confused
int_6581135c,inv_51fb1386,agt_103,2025-10-15,Rejected,"[""Need to ask family""]",134,Firm
int_a6804008,inv_18b3c08c,agt_109,2025-10-15,Converted,"[""Initial hesitation resolved""]",895,Enthusiastic
int_21c9fc29,inv_c7c1bbdc,agt_100,2025-10-15,Converted,"[""Initial hesitation resolved""]",1121,Relieved
int_00105f6a,inv_21c99580,agt_116,2025-10-15,Rejected,"[""Market is high""]",124,Annoyed
int_5fe85d7f,inv_c1ec5519,agt_108,2025-10-15,Rejected,"[""Competitor has zero commission""]",75,Firm
int_4012da02,inv_9c73261c,agt_104,2025-10-15,Rejected,"[""Market is high""]",158,Annoyed
int_568cc1c5,inv_5c9a2221,agt_115,2025-10-15,Rejected,"[""Need to ask family""]",129,Firm
int_eb8f0faa,inv_7d853af9,agt_104,2025-10-15,Rejected,"[""Market is high""]",95,Firm
int_fcdd1038,inv_a4069eaf,agt_111,2025-10-15,Converted,"[""Need to ask family"", ""Past returns negative""]",714,Trusting
int_a21d3eaf,inv_62a4ccf3,agt_109,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",59,Frustrated
int_eed7a073,inv_0cd6e1c1,agt_110,2025-10-15,Rejected,"[""Need liquidity for business"", ""Past returns negative""]",153,Annoyed
int_b1b517d5,inv_f7eb76ee,agt_117,2025-10-15,Rejected,"[""Need to ask family""]",208,Annoyed
int_448da3fb,inv_ef121d51,agt_109,2025-10-15,Follow-Up,"[""Market is high"", ""Past returns negative"", ""Send details on WhatsApp""]",397,Confused
int_4bd7284a,inv_4e92ac5b,agt_118,2025-10-15,Converted,"[""Initial hesitation resolved""]",723,Relieved
int_daa73d59,inv_4eed884b,agt_102,2025-10-15,Rejected,"[""EMI pressure""]",68,Annoyed
int_41359194,inv_986ca788,agt_100,2025-10-15,Rejected,"[""Competitor has zero commission""]",226,Skeptical
int_7e95d22b,inv_74178723,agt_104,2025-10-15,Rejected,"[""Need to ask family""]",190,Firm
int_7e5b4341,inv_ba5d068b,agt_119,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",46,Frustrated
int_e4a55a35,inv_2efd1713,agt_105,2025-10-15,Follow-Up,"[""Competitor has zero commission"", ""Send details on WhatsApp""]",214,Curious
int_0897ad9c,inv_eb7fe24e,agt_103,2025-10-15,Rejected,"[""Market is high""]",193,Skeptical
int_758fdd4e,inv_5daeb824,agt_108,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",36,Frustrated
int_60bf8f4e,inv_cd84b161,agt_118,2025-10-15,Converted,"[""Income is irregular"", ""Past returns negative""]",713,Trusting
int_f0c75d02,inv_4342d1fe,agt_114,2025-10-15,Converted,"[""Income is irregular""]",491,Relieved
int_c00e9f57,inv_0de10b98,agt_117,2025-10-15,Follow-Up,"[""Income is irregular"", ""Send details on WhatsApp""]",404,Confused
int_b41dd5f2,inv_fcfc8a61,agt_101,2025-10-15,Follow-Up,"[""Need to ask family"", ""Send details on WhatsApp""]",236,Busy
int_76b69b16,inv_7513edbc,agt_116,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",23,Frustrated
int_aab0da46,inv_35bd0033,agt_107,2025-10-15,Follow-Up,"[""Market is high"", ""Past returns negative"", ""Send details on WhatsApp""]",377,Curious
int_4feade9b,inv_f5c0e829,agt_118,2025-10-15,Converted,"[""Market is high""]",994,Trusting
int_18f48b37,inv_688a4ade,agt_110,2025-10-15,Rejected,"[""Market is high""]",60,Skeptical
int_51d40972,inv_b913579f,agt_118,2025-10-15,Rejected,"[""Market is high"", ""Past returns negative""]",182,Annoyed
int_2f009c09,inv_25961034,agt_106,2025-10-15,Converted,"[""Initial hesitation resolved""]",762,Enthusiastic
int_5961a7cd,inv_2ecacc40,agt_113,2025-10-15,Rejected,"[""Need to ask family""]",222,Firm
int_b03f85e6,inv_905fa25c,agt_102,2025-10-15,Rejected,"[""Competitor has zero commission"", ""Past returns negative""]",159,Skeptical
int_874cc320,inv_a7fbbc4f,agt_100,2025-10-15,Converted,"[""Market is high""]",1065,Enthusiastic
int_b9a25469,inv_a85872db,agt_111,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",52,Frustrated
int_ff9c91e6,inv_30a00511,agt_105,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",44,Frustrated
int_63546817,inv_b22b2f87,agt_104,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",45,Frustrated
int_086ad9e2,inv_c95aeb58,agt_107,2025-10-15,Follow-Up,"[""Need to ask family"", ""Send details on WhatsApp""]",520,Curious
int_451a3662,inv_989339c7,agt_115,2025-10-15,Follow-Up,"[""Competitor has zero commission"", ""Past returns negative"", ""Send details on WhatsApp""]",250,Busy
int_a6b99389,inv_aab7e849,agt_119,2025-10-15,Converted,"[""Initial hesitation resolved""]",481,Enthusiastic
int_e4d60876,inv_b17e8303,agt_100,2025-10-15,Converted,"[""Initial hesitation resolved""]",912,Trusting
int_c6a35a71,inv_d2947fe4,agt_101,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",33,Frustrated
int_92d0b4f9,inv_49c2aac0,agt_104,2025-10-15,Converted,"[""Need liquidity for business""]",489,Relieved
int_cfa1d029,inv_7aa35a26,agt_115,2025-10-15,Follow-Up,"[""Too risky for my age"", ""Send details on WhatsApp""]",272,Confused
int_73e01fbd,inv_61457bd7,agt_100,2025-10-15,Converted,"[""Too risky for my age"", ""Past returns negative""]",955,Trusting
int_7151a41a,inv_b8412274,agt_111,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",50,Frustrated
int_5bea580b,inv_6e388e74,agt_109,2025-10-15,Follow-Up,"[""Competitor has zero commission"", ""Past returns negative"", ""Send details on WhatsApp""]",241,Busy
int_87947ed9,inv_b9d3de3e,agt_100,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",29,Frustrated
int_e3966e2d,inv_924deb46,agt_119,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",27,Frustrated
int_56c1018c,inv_05dab653,agt_118,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",48,Frustrated
int_68b34075,inv_5ff6c014,agt_114,2025-10-15,Converted,"[""Initial hesitation resolved""]",649,Enthusiastic
int_9e7c4e69,inv_deb3234f,agt_118,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",35,Frustrated
int_52dc38aa,inv_7d963b78,agt_116,2025-10-15,Rejected,"[""Need to ask family""]",82,Firm
int_ef590868,inv_19a8e631,agt_119,2025-10-15,Follow-Up,"[""Need to ask family"", ""Send details on WhatsApp""]",572,Confused
int_df30b166,inv_e80ee2bb,agt_119,2025-10-15,Rejected,"[""Competitor has zero commission""]",218,Firm
int_b3a5285d,inv_2e23e41a,agt_104,2025-10-15,Converted,"[""Initial hesitation resolved""]",1009,Trusting
int_572a75ac,inv_cda93b41,agt_119,2025-10-15,Rejected,"[""Need liquidity for business""]",103,Firm
int_8d56eead,inv_bc677141,agt_109,2025-10-15,Converted,"[""Competitor has zero commission""]",822,Trusting
int_5bb2e622,inv_2cfdb403,agt_106,2025-10-15,Rejected,"[""Competitor has zero commission""]",217,Skeptical
int_90419d56,inv_2ca50d78,agt_112,2025-10-15,Rejected,"[""Market is high""]",93,Annoyed
int_5afa205c,inv_e9139336,agt_118,2025-10-15,Rejected,"[""Competitor has zero commission"", ""Past returns negative""]",157,Annoyed
int_f5e8c85a,inv_3f0ceeaa,agt_116,2025-10-15,Follow-Up,"[""Competitor has zero commission"", ""Past returns negative"", ""Send details on WhatsApp""]",533,Curious
int_812099d9,inv_56726423,agt_116,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",26,Frustrated
int_2bf62c73,inv_45984228,agt_107,2025-10-15,Follow-Up,"[""Competitor has zero commission"", ""Send details on WhatsApp""]",223,Busy
int_e0c60d27,inv_ecf47ab7,agt_108,2025-10-15,Follow-Up,"[""Need to ask family"", ""Past returns negative"", ""Send details on WhatsApp""]",394,Curious
int_c8b3fb20,inv_0be44cce,agt_113,2025-10-15,Follow-Up,"[""Need to ask family"", ""Send details on WhatsApp""]",331,Busy
int_be81477d,inv_e821ec48,agt_110,2025-10-15,Follow-Up,"[""Need to ask family"", ""Send details on WhatsApp""]",206,Confused
int_e5ac3d59,inv_c79f00bd,agt_105,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",40,Frustrated
int_351e35bf,inv_f0dec927,agt_103,2025-10-15,Follow-Up,"[""Competitor has zero commission"", ""Past returns negative"", ""Send details on WhatsApp""]",513,Confused
int_c0b28905,inv_3784978e,agt_119,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",20,Frustrated
int_6465cba4,inv_0f5a74b5,agt_103,2025-10-15,Rejected,"[""Competitor has zero commission""]",200,Annoyed
int_87ed17ae,inv_8e5ed10f,agt_106,2025-10-15,Follow-Up,"[""Need liquidity for business"", ""Past returns negative"", ""Send details on WhatsApp""]",587,Confused
int_38442865,inv_deb6c67b,agt_119,2025-10-15,Rejected,"[""EMI pressure"", ""Past returns negative""]",179,Firm
int_a0b28151,inv_46a3502d,agt_115,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",26,Frustrated
int_dfacc5eb,inv_e5483680,agt_101,2025-10-15,Follow-Up,"[""Income is irregular"", ""Past returns negative"", ""Send details on WhatsApp""]",334,Curious
int_a9a03a8b,inv_51b260eb,agt_118,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",28,Frustrated
int_63623c8e,inv_81ceed8a,agt_104,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",24,Frustrated
int_41964518,inv_79eebff4,agt_113,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",38,Frustrated
int_fec3a815,inv_b9217181,agt_107,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",32,Frustrated
int_1a2f293c,inv_6dd42d1d,agt_114,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",40,Frustrated
int_0513edf5,inv_c187d5ef,agt_119,2025-10-15,Follow-Up,"[""Competitor has zero commission"", ""Send details on WhatsApp""]",516,Busy
int_d6286056,inv_c703b1d6,agt_100,2025-10-15,Converted,"[""Initial hesitation resolved""]",1004,Enthusiastic
int_9e49bcf6,inv_86aa79ed,agt_109,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",31,Frustrated
int_6d5e89ce,inv_1cbe5240,agt_108,2025-10-15,Follow-Up,"[""EMI pressure"", ""Send details on WhatsApp""]",221,Busy
int_87899d10,inv_662270fa,agt_102,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",29,Frustrated
int_d26314d8,inv_d0c22617,agt_115,2025-10-15,Follow-Up,"[""EMI pressure"", ""Send details on WhatsApp""]",293,Confused
int_deddd07b,inv_834f058d,agt_114,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",26,Frustrated
int_044a75c2,inv_767548f3,agt_109,2025-10-15,Rejected,"[""Need liquidity for business""]",195,Annoyed
int_9a7d3dde,inv_66382341,agt_111,2025-10-15,Follow-Up,"[""Need to ask family"", ""Send details on WhatsApp""]",561,Busy
int_a2b1fb08,inv_c913fd33,agt_108,2025-10-15,Rejected,"[""Need to ask family""]",82,Skeptical
int_827ca2c3,inv_ad6e8d70,agt_104,2025-10-15,Follow-Up,"[""Competitor has zero commission"", ""Past returns negative"", ""Send details on WhatsApp""]",575,Confused
int_743076fc,inv_d9d6d4b6,agt_103,2025-10-15,Follow-Up,"[""Market is high"", ""Send details on WhatsApp""]",589,Busy
int_f1481a21,inv_3377e951,agt_116,2025-10-15,Converted,"[""Competitor has zero commission""]",913,Relieved
int_d35bb240,inv_aaaff2a6,agt_118,2025-10-15,Rejected,"[""EMI pressure""]",124,Firm
int_a3dba2b1,inv_1fae3aa1,agt_101,2025-10-15,Rejected,"[""Income is irregular""]",113,Firm
int_7ab8eb3e,inv_a5747f17,agt_116,2025-10-15,Follow-Up,"[""Competitor has zero commission"", ""Send details on WhatsApp""]",235,Busy
int_7dbce461,inv_77d8607d,agt_106,2025-10-15,Follow-Up,"[""Income is irregular"", ""Past returns negative"", ""Send details on WhatsApp""]",314,Busy
int_f714fea2,inv_0503fba6,agt_100,2025-10-15,Rejected,"[""Market is high""]",238,Skeptical
int_d0f2b761,inv_4382873b,agt_109,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",57,Frustrated
int_643f90b4,inv_d199713b,agt_113,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",35,Frustrated
int_a83054fd,inv_fe99d998,agt_104,2025-10-15,Rejected,"[""Competitor has zero commission""]",183,Skeptical
int_7b388075,inv_6ba38094,agt_113,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",46,Frustrated
int_0baeb80b,inv_3f90b54e,agt_105,2025-10-15,Rejected,"[""Market is high""]",211,Skeptical
int_5e7bdb97,inv_01398e16,agt_107,2025-10-15,Rejected,"[""Need liquidity for business""]",211,Firm
int_17c8b3b8,inv_59df4d8b,agt_102,2025-10-15,Rejected,"[""Competitor has zero commission""]",150,Skeptical
int_3999e071,inv_c3a8b3c9,agt_114,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",44,Frustrated
int_2c32829a,inv_7b6cdb5a,agt_102,2025-10-15,Rejected,"[""Market is high""]",133,Firm
int_486a8bce,inv_262f498a,agt_108,2025-10-15,Follow-Up,"[""EMI pressure"", ""Send details on WhatsApp""]",547,Confused
int_3b577ca4,inv_f907e5e7,agt_107,2025-10-15,Converted,"[""Too risky for my age""]",1022,Relieved
int_b10c5333,inv_fe0065e0,agt_118,2025-10-15,Rejected,"[""Competitor has zero commission"", ""Past returns negative""]",208,Firm
int_3a2a707e,inv_e198583c,agt_100,2025-10-15,Rejected,"[""Market is high"", ""Past returns negative""]",223,Skeptical
int_8413a04b,inv_87b5e0fe,agt_116,2025-10-15,Converted,"[""Market is high""]",556,Enthusiastic
int_b3f4a6d6,inv_e87f9f09,agt_113,2025-10-15,Follow-Up,"[""Competitor has zero commission"", ""Send details on WhatsApp""]",188,Confused
int_ad04f5e7,inv_2b85b0c1,agt_100,2025-10-15,Follow-Up,"[""Need to ask family"", ""Send details on WhatsApp""]",489,Busy
int_2087403f,inv_369c1895,agt_106,2025-10-15,Follow-Up,"[""Need to ask family"", ""Send details on WhatsApp""]",507,Curious
int_58ff3209,inv_ff80d32d,agt_113,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",26,Frustrated
int_401e48fa,inv_59b190dd,agt_111,2025-10-15,Converted,"[""Competitor has zero commission""]",755,Relieved
int_b7e6118e,inv_9d4229f9,agt_103,2025-10-15,Follow-Up,"[""Competitor has zero commission"", ""Send details on WhatsApp""]",261,Busy
int_04987fc0,inv_822d1a47,agt_116,2025-10-15,Follow-Up,"[""Market is high"", ""Send details on WhatsApp""]",487,Confused
int_3656974d,inv_7ce85860,agt_110,2025-10-15,Rejected,"[""Market is high""]",163,Firm
int_1c1b9e57,inv_cb1bad7c,agt_116,2025-10-15,Follow-Up,"[""Competitor has zero commission"", ""Send details on WhatsApp""]",251,Confused
int_d2e667ff,inv_bcedabb2,agt_115,2025-10-15,Rejected,"[""Too risky for my age"", ""Past returns negative""]",148,Skeptical
int_7fdebd77,inv_8fe03a1d,agt_116,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",53,Frustrated
int_d7178939,inv_5cfaa2e6,agt_107,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",39,Frustrated
int_48e51f0a,inv_abc990ee,agt_106,2025-10-15,Follow-Up,"[""EMI pressure"", ""Past returns negative"", ""Send details on WhatsApp""]",564,Confused
int_ea780b46,inv_e29bcb61,agt_103,2025-10-15,Follow-Up,"[""Need to ask family"", ""Send details on WhatsApp""]",362,Confused
int_94b2195e,inv_356d6c01,agt_100,2025-10-15,Rejected,"[""Market is high""]",227,Skeptical
int_c22e74fe,inv_47fe3764,agt_111,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",24,Frustrated
int_b06ceed9,inv_f75d5714,agt_105,2025-10-15,Rejected,"[""Market is high""]",101,Firm
int_c5b6f816,inv_948ccf41,agt_119,2025-10-15,Follow-Up,"[""Market is high"", ""Send details on WhatsApp""]",271,Confused
int_f08db93b,inv_79c914bf,agt_109,2025-10-15,Follow-Up,"[""Need liquidity for business"", ""Past returns negative"", ""Send details on WhatsApp""]",199,Busy
int_c119cb08,inv_0e385ca7,agt_117,2025-10-15,Follow-Up,"[""EMI pressure"", ""Send details on WhatsApp""]",484,Confused
int_9dea40b1,inv_28f7f48c,agt_116,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",39,Frustrated
int_ff279147,inv_d42c7787,agt_118,2025-10-15,Rejected,"[""Market is high"", ""Past returns negative""]",171,Annoyed
int_7161a7e9,inv_8338bf36,agt_100,2025-10-15,Follow-Up,"[""Market is high"", ""Past returns negative"", ""Send details on WhatsApp""]",270,Busy
int_51da706e,inv_5ad33118,agt_117,2025-10-15,Follow-Up,"[""Market is high"", ""Send details on WhatsApp""]",301,Busy
int_018ac874,inv_9d869e0c,agt_105,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",58,Frustrated
int_b8693998,inv_d4c28a4b,agt_104,2025-10-15,Follow-Up,"[""Market is high"", ""Send details on WhatsApp""]",385,Curious
int_d08fad12,inv_172614af,agt_104,2025-10-15,Follow-Up,"[""Competitor has zero commission"", ""Send details on WhatsApp""]",501,Busy
int_063e24e9,inv_391a956b,agt_118,2025-10-15,Rejected,"[""Need to ask family"", ""Past returns negative""]",104,Skeptical
int_9b3ac46c,inv_0f2dce57,agt_118,2025-10-15,Rejected,"[""Need to ask family""]",172,Annoyed
int_e52833e9,inv_fa0ae978,agt_108,2025-10-15,Rejected,"[""Market is high"", ""Past returns negative""]",208,Firm
int_8ea1082f,inv_aed20845,agt_105,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",52,Frustrated
int_ec1b9fca,inv_b32d6d9d,agt_106,2025-10-15,Follow-Up,"[""Market is high"", ""Send details on WhatsApp""]",281,Curious
int_ac1221e4,inv_5742dba4,agt_116,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",51,Frustrated
int_69d73d49,inv_d06e1c9b,agt_101,2025-10-15,Converted,"[""Initial hesitation resolved""]",748,Trusting
int_cbf4fc75,inv_0b708d33,agt_103,2025-10-15,Rejected,"[""Income is irregular""]",180,Firm
int_976c5ac9,inv_6b23fba2,agt_110,2025-10-15,Rejected,"[""Need to ask family"", ""Past returns negative""]",116,Skeptical
int_aa98936e,inv_34b290b8,agt_103,2025-10-15,Converted,"[""EMI pressure""]",791,Trusting
int_56295772,inv_85cda14f,agt_100,2025-10-15,Rejected,"[""Need to ask family""]",230,Firm
int_5ed0008e,inv_5f39375a,agt_119,2025-10-15,Converted,"[""Need to ask family""]",601,Enthusiastic
int_34413af8,inv_5e139a6a,agt_110,2025-10-15,Converted,"[""Market is high""]",500,Relieved
int_572c71f7,inv_a21e8f7e,agt_111,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",20,Frustrated
int_61076402,inv_ce001294,agt_100,2025-10-15,Rejected,"[""Market is high"", ""Past returns negative""]",157,Firm
int_b75c14a9,inv_66e43a24,agt_115,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",27,Frustrated
int_c56a6f3d,inv_be9dbdaa,agt_116,2025-10-15,Rejected,"[""Need to ask family""]",107,Firm
int_dc369163,inv_b3cd2367,agt_117,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",52,Frustrated
int_289219ad,inv_1adbc057,agt_109,2025-10-15,Rejected,"[""Pocket money issue""]",147,Skeptical
int_fb1a0c18,inv_b5050ed3,agt_116,2025-10-15,Converted,"[""Initial hesitation resolved""]",1053,Enthusiastic
int_ac909cde,inv_42eff38a,agt_113,2025-10-15,Follow-Up,"[""Competitor has zero commission"", ""Past returns negative"", ""Send details on WhatsApp""]",381,Busy
int_51dac1e2,inv_4e2a3c24,agt_102,2025-10-15,Rejected,"[""Competitor has zero commission"", ""Past returns negative""]",207,Skeptical
int_3063631b,inv_3cbc0c8d,agt_112,2025-10-15,Rejected,"[""Need to ask family""]",123,Firm
int_bd341731,inv_4cbd6e6c,agt_116,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",26,Frustrated
int_69d52560,inv_38bafbbc,agt_108,2025-10-15,Rejected,"[""Need to ask family""]",157,Skeptical
int_82b53634,inv_1cf53b58,agt_111,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",59,Frustrated
int_f3370b43,inv_2a9596fd,agt_118,2025-10-15,Converted,"[""Initial hesitation resolved""]",751,Trusting
int_c8f73a49,inv_90f3a83e,agt_110,2025-10-15,Follow-Up,"[""Need to ask family"", ""Send details on WhatsApp""]",536,Busy
int_0a34e113,inv_d599cdda,agt_100,2025-10-15,Follow-Up,"[""Market is high"", ""Send details on WhatsApp""]",208,Curious
int_b617c945,inv_46b57ab7,agt_108,2025-10-15,Follow-Up,"[""Need to ask family"", ""Send details on WhatsApp""]",425,Curious
int_c7b7719a,inv_096171c6,agt_109,2025-10-15,Rejected,"[""Need to ask family""]",89,Skeptical
int_a25fc1c4,inv_784a7f8e,agt_119,2025-10-15,Rejected,"[""EMI pressure""]",124,Firm
int_6538603f,inv_c78616ff,agt_103,2025-10-15,Rejected,"[""Need to ask family""]",95,Annoyed
int_74f4c54a,inv_ca165049,agt_112,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",20,Frustrated
int_3dd0a400,inv_02125745,agt_100,2025-10-15,Converted,"[""Competitor has zero commission"", ""Past returns negative""]",644,Enthusiastic
